gene,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Sik2,H3BKG1,H3BKG1_MOUSE,unreviewed,Serine/threonine-protein kinase SIK2,Sik2,Mus musculus (Mouse),929
Sik2,Q8BLX0,Q8BLX0_MOUSE,unreviewed,Protein kinase domain-containing protein,Sik2 Snf1lk2,Mus musculus (Mouse),161
Sik2,Q8C1B3,Q8C1B3_MOUSE,unreviewed,Protein kinase domain-containing protein,Sik2 Snf1lk2,Mus musculus (Mouse),167
Sik2,Q8CFH6,SIK2_MOUSE,reviewed,Serine/threonine-protein kinase SIK2 (EC 2.7.11.1) (Salt-inducible kinase 2) (SIK-2) (Serine/threonine-protein kinase SNF1-like kinase 2),Sik2 Snf1lk2,Mus musculus (Mouse),931
Sik3,E9PU87,E9PU87_MOUSE,unreviewed,Serine/threonine-protein kinase SIK3,Sik3,Mus musculus (Mouse),1369
Sik3,F6S7W6,F6S7W6_MOUSE,unreviewed,Serine/threonine-protein kinase SIK3 (Fragment),Sik3,Mus musculus (Mouse),1319
Sik3,F6SBP3,F6SBP3_MOUSE,unreviewed,Serine/threonine-protein kinase SIK3 (Fragment),Sik3,Mus musculus (Mouse),71
Sik3,F6U6U5,F6U6U5_MOUSE,unreviewed,Serine/threonine-protein kinase SIK3 (Fragment),Sik3,Mus musculus (Mouse),1214
Sik3,F6U8X4,F6U8X4_MOUSE,unreviewed,Serine/threonine-protein kinase SIK3 (Fragment),Sik3,Mus musculus (Mouse),506
Sik3,Q6P4S6,SIK3_MOUSE,reviewed,Serine/threonine-protein kinase SIK3 (EC 2.7.11.1) (Salt-inducible kinase 3) (SIK-3) (Serine/threonine-protein kinase QSK),Sik3 Kiaa0999 Qsk,Mus musculus (Mouse),1311
Slk,A0A5F8MPV2,A0A5F8MPV2_MOUSE,unreviewed,STE20-like serine/threonine-protein kinase (Fragment),Slk,Mus musculus (Mouse),98
Slk,A2RRK3,A2RRK3_MOUSE,unreviewed,Slk protein,Slk,Mus musculus (Mouse),1202
Slk,O54988,SLK_MOUSE,reviewed,STE20-like serine/threonine-protein kinase (STE20-like kinase) (mSLK) (EC 2.7.11.1) (Etk4) (STE20-related kinase SMAK) (STE20-related serine/threonine-protein kinase) (STE20-related kinase) (Serine/threonine-protein kinase 2),Slk Kiaa0204 Stk2,Mus musculus (Mouse),1233
Smg1,J3QMR1,J3QMR1_MOUSE,unreviewed,Serine/threonine-protein kinase SMG1 (Fragment),Smg1,Mus musculus (Mouse),96
Smg1,J3QPA7,J3QPA7_MOUSE,unreviewed,Serine/threonine-protein kinase SMG1 (Fragment),Smg1,Mus musculus (Mouse),335
Smg1,J3QQ22,J3QQ22_MOUSE,unreviewed,Serine/threonine-protein kinase SMG1 (Fragment),Smg1,Mus musculus (Mouse),59
Smg1,Q8BKX6,SMG1_MOUSE,reviewed,Serine/threonine-protein kinase SMG1 (SMG-1) (EC 2.7.11.1),Smg1 Kiaa0421,Mus musculus (Mouse),3658
Smok2a,A0A5F8MQB3,A0A5F8MQB3_MOUSE,unreviewed,Sperm motility kinase 2A,Smok2a,Mus musculus (Mouse),484
Smok2a,G5E8M0,G5E8M0_MOUSE,unreviewed,Sperm motility kinase 2A,Smok2a,Mus musculus (Mouse),504
Smok2a,Q9QYZ6,SMK2A_MOUSE,reviewed,Sperm motility kinase 2A (EC 2.7.11.1),Smok2a,Mus musculus (Mouse),504
Smok2b,Q9QYZ3,SMK2B_MOUSE,reviewed,Sperm motility kinase 2B (EC 2.7.11.1),Smok2b Gm1847,Mus musculus (Mouse),484
Smok3a,B9EKK5,B9EKK5_MOUSE,unreviewed,Sperm motility kinase 3A,Smok3a,Mus musculus (Mouse),504
Smok3a,C0HKC8,SMK3A_MOUSE,reviewed,Sperm motility kinase 3A (EC 2.7.11.1),Smok3a,Mus musculus (Mouse),504
Smok3b,C0HKC9,SMK3B_MOUSE,reviewed,Sperm motility kinase 3B (EC 2.7.11.1),Smok3b,Mus musculus (Mouse),504
Snrk,A0AUN3,A0AUN3_MOUSE,unreviewed,Snrk protein (Fragment),Snrk,Mus musculus (Mouse),304
Snrk,B9EK90,B9EK90_MOUSE,unreviewed,SNF related kinase,Snrk,Mus musculus (Mouse),748
Snrk,D3YVW4,D3YVW4_MOUSE,unreviewed,SNF-related serine/threonine-protein kinase (Fragment),Snrk,Mus musculus (Mouse),54
Snrk,D3YXV4,D3YXV4_MOUSE,unreviewed,SNF-related serine/threonine-protein kinase (Fragment),Snrk,Mus musculus (Mouse),90
Snrk,D3Z1F6,D3Z1F6_MOUSE,unreviewed,SNF-related serine/threonine-protein kinase (Fragment),Snrk,Mus musculus (Mouse),411
Snrk,D3Z3V0,D3Z3V0_MOUSE,unreviewed,SNF-related serine/threonine-protein kinase (Fragment),Snrk,Mus musculus (Mouse),220
Snrk,Q8VDU5,SNRK_MOUSE,reviewed,SNF-related serine/threonine-protein kinase (EC 2.7.11.1) (SNF1-related kinase),Snrk,Mus musculus (Mouse),748
Speg,A0A087WSE3,A0A087WSE3_MOUSE,unreviewed,Striated muscle-specific serine/threonine-protein kinase (Fragment),Speg,Mus musculus (Mouse),3010
Speg,A0A0R4J1J0,A0A0R4J1J0_MOUSE,unreviewed,Striated muscle-specific serine/threonine-protein kinase,Speg,Mus musculus (Mouse),113
Speg,D3Z7T0,D3Z7T0_MOUSE,unreviewed,Striated muscle-specific serine/threonine-protein kinase (Fragment),Speg,Mus musculus (Mouse),301
Speg,D6RI69,D6RI69_MOUSE,unreviewed,Striated muscle-specific serine/threonine-protein kinase,Speg,Mus musculus (Mouse),84
Speg,E9QQ25,E9QQ25_MOUSE,unreviewed,Striated muscle-specific serine/threonine-protein kinase,Speg,Mus musculus (Mouse),3262
Speg,F6RU40,F6RU40_MOUSE,unreviewed,Striated muscle-specific serine/threonine-protein kinase (Fragment),Speg,Mus musculus (Mouse),132
Speg,Q62407,SPEG_MOUSE,reviewed,Striated muscle-specific serine/threonine-protein kinase (EC 2.7.11.1) (Aortic preferentially expressed protein 1) (APEG-1),Speg Apeg1 Kiaa1297,Mus musculus (Mouse),3262
Src,F8WI90,F8WI90_MOUSE,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),Src,Mus musculus (Mouse),535
Src,P05480,SRC_MOUSE,reviewed,Neuronal proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src),Src,Mus musculus (Mouse),541
Src,Q3UKD6,Q3UKD6_MOUSE,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),Src,Mus musculus (Mouse),535
Srms,Q0VBH4,Q0VBH4_MOUSE,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),Srms,Mus musculus (Mouse),507
Srms,Q62270,SRMS_MOUSE,reviewed,Tyrosine-protein kinase Srms (EC 2.7.10.2) (PTK70),Srms Srm,Mus musculus (Mouse),496
Srms,Q8BQI4,Q8BQI4_MOUSE,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2) (Fragment),Srms,Mus musculus (Mouse),393
Srpk1,A0A3B2W430,A0A3B2W430_MOUSE,unreviewed,SRSF protein kinase 1,Srpk1,Mus musculus (Mouse),280
Srpk1,A0A3B2W4B9,A0A3B2W4B9_MOUSE,unreviewed,SRSF protein kinase 1,Srpk1,Mus musculus (Mouse),307
Srpk1,A0A3B2W7I6,A0A3B2W7I6_MOUSE,unreviewed,SRSF protein kinase 1 (Fragment),Srpk1,Mus musculus (Mouse),146
Srpk1,A0A3B2W883,A0A3B2W883_MOUSE,unreviewed,SRSF protein kinase 1 (Fragment),Srpk1,Mus musculus (Mouse),345
Srpk1,B2KF32,B2KF32_MOUSE,unreviewed,SRSF protein kinase 1,Srpk1,Mus musculus (Mouse),35
Srpk1,F8WGJ7,F8WGJ7_MOUSE,unreviewed,SRSF protein kinase 1 (Fragment),Srpk1,Mus musculus (Mouse),223
Srpk1,O70551,SRPK1_MOUSE,reviewed,SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1),Srpk1,Mus musculus (Mouse),648
Srpk1,Q3TTF9,Q3TTF9_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Srpk1,Mus musculus (Mouse),286
Srpk1,Q3TTI6,Q3TTI6_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Srpk1,Mus musculus (Mouse),331
Srpk1,Q3UB06,Q3UB06_MOUSE,unreviewed,Protein kinase domain-containing protein,Srpk1,Mus musculus (Mouse),648
Srpk1,Q3URR1,Q3URR1_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Srpk1,Mus musculus (Mouse),266
Srpk1,Q3US65,Q3US65_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Srpk1,Mus musculus (Mouse),465
Srpk2,A0A0G2JDT6,A0A0G2JDT6_MOUSE,unreviewed,SRSF protein kinase 2 (Fragment),Srpk2,Mus musculus (Mouse),57
Srpk2,A0A0G2JDY2,A0A0G2JDY2_MOUSE,unreviewed,SRSF protein kinase 2 (Fragment),Srpk2,Mus musculus (Mouse),129
Srpk2,A0A0G2JEI1,A0A0G2JEI1_MOUSE,unreviewed,SRSF protein kinase 2 (Fragment),Srpk2,Mus musculus (Mouse),22
Srpk2,A0A0G2JG74,A0A0G2JG74_MOUSE,unreviewed,SRSF protein kinase 2 (Fragment),Srpk2,Mus musculus (Mouse),134
Srpk2,A0A0R4J124,A0A0R4J124_MOUSE,unreviewed,SRSF protein kinase 2,Srpk2,Mus musculus (Mouse),682
Srpk2,O08551,O08551_MOUSE,unreviewed,WW domain binding protein 6 (Fragment),Srpk2,Mus musculus (Mouse),306
Srpk2,O54781,SRPK2_MOUSE,reviewed,SRSF protein kinase 2 (EC 2.7.11.1) (SFRS protein kinase 2) (Serine/arginine-rich protein-specific kinase 2) (SR-protein-specific kinase 2) [Cleaved into: SRSF protein kinase 2 N-terminal; SRSF protein kinase 2 C-terminal],Srpk2,Mus musculus (Mouse),681
Srpk2,Q3TEK9,Q3TEK9_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Srpk2,Mus musculus (Mouse),261
Srpk2,Q3TTG2,Q3TTG2_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Srpk2,Mus musculus (Mouse),270
Srpk2,Q3UF35,Q3UF35_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Srpk2,Mus musculus (Mouse),131
Srpk2,Q6P5E1,Q6P5E1_MOUSE,unreviewed,SRSF protein kinase 2 (Srpk2 protein),Srpk2,Mus musculus (Mouse),156
Srpk2,Q8C9R8,Q8C9R8_MOUSE,unreviewed,Protein kinase domain-containing protein,Srpk2,Mus musculus (Mouse),187
Srpk2,Q8CBI1,Q8CBI1_MOUSE,unreviewed,Protein kinase domain-containing protein (Fragment),Srpk2,Mus musculus (Mouse),221
Srpk2,Q8CEC7,Q8CEC7_MOUSE,unreviewed,Uncharacterized protein (Fragment),Srpk2,Mus musculus (Mouse),43
Srpk3,Q0VAW8,Q0VAW8_MOUSE,unreviewed,Serine/arginine-rich protein specific kinase 3,Srpk3,Mus musculus (Mouse),565
Srpk3,Q684J2,Q684J2_MOUSE,unreviewed,"Serine/threonine kinase 23, muscle-specific serine kinase 1 70 (Fragment)",Srpk3 Stk23,Mus musculus (Mouse),492
Srpk3,Q9Z0G2,SRPK3_MOUSE,reviewed,SRSF protein kinase 3 (EC 2.7.11.1) (Muscle-specific serine kinase 1) (MSSK-1) (Serine/arginine-rich protein-specific kinase 3) (SR-protein-specific kinase 3) (Serine/threonine-protein kinase 23),Srpk3 Mssk1 Stk23,Mus musculus (Mouse),565
Stk10,A1A553,A1A553_MOUSE,unreviewed,Serine/threonine kinase 10,Stk10,Mus musculus (Mouse),966
Stk10,O55098,STK10_MOUSE,reviewed,Serine/threonine-protein kinase 10 (EC 2.7.11.1) (Lymphocyte-oriented kinase),Stk10 Lok,Mus musculus (Mouse),966
Stk10,Q3UG53,Q3UG53_MOUSE,unreviewed,Protein kinase domain-containing protein,Stk10,Mus musculus (Mouse),965
Stk10,Q5DTS2,Q5DTS2_MOUSE,unreviewed,MKIAA4026 protein (Fragment),Stk10 mKIAA4026,Mus musculus (Mouse),986
Stk11,A0A2L1DGD8,A0A2L1DGD8_MOUSE,unreviewed,Serine/threonine kinase 11,Stk11,Mus musculus (Mouse),232
Stk11,D6RGT4,D6RGT4_MOUSE,unreviewed,Serine/threonine-protein kinase STK11,Stk11,Mus musculus (Mouse),55
Stk11,E9Q811,E9Q811_MOUSE,unreviewed,Serine/threonine-protein kinase STK11,Stk11,Mus musculus (Mouse),310
Stk11,F6WNS2,F6WNS2_MOUSE,unreviewed,Serine/threonine-protein kinase STK11 (Fragment),Stk11,Mus musculus (Mouse),164
Stk11,Q3V4A1,Q3V4A1_MOUSE,unreviewed,Protein kinase domain-containing protein,Stk11,Mus musculus (Mouse),310
Stk11,Q9WTK7,STK11_MOUSE,reviewed,Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1 homolog) (LKB1) (mLKB1),Stk11 Lkb1,Mus musculus (Mouse),436
Stk16,A0A087WQ12,A0A087WQ12_MOUSE,unreviewed,Serine/threonine-protein kinase 16 (Fragment),Stk16,Mus musculus (Mouse),187
Stk16,A0A087WQT0,A0A087WQT0_MOUSE,unreviewed,Serine/threonine-protein kinase 16 (Fragment),Stk16,Mus musculus (Mouse),219
Stk16,D3YXM1,D3YXM1_MOUSE,unreviewed,Serine/threonine-protein kinase 16 (Fragment),Stk16,Mus musculus (Mouse),132
Stk16,O88697,STK16_MOUSE,reviewed,Serine/threonine-protein kinase 16 (EC 2.7.11.1) (Embryo-derived protein kinase) (Edpk) (Myristoylated and palmitoylated serine/threonine-protein kinase) (MPSK) (Protein kinase Krct) (Protein kinase PKL12) (TGF-beta-stimulated factor 1) (TSF-1) (Tyrosine-protein kinase STK16) (EC 2.7.10.2),Stk16 Edpk Krct Mpsk1 Pkl12 Tsf1,Mus musculus (Mouse),305
Stk16,Q05DP1,Q05DP1_MOUSE,unreviewed,Serine/threonine-protein kinase 16 (Stk16 protein),Stk16,Mus musculus (Mouse),227
Stk16,Q8BSV9,Q8BSV9_MOUSE,unreviewed,Protein kinase domain-containing protein,Stk16,Mus musculus (Mouse),305
Stk16,Q8CCS9,Q8CCS9_MOUSE,unreviewed,Protein kinase domain-containing protein,Stk16,Mus musculus (Mouse),305
Stk17b,A0A087WPR0,A0A087WPR0_MOUSE,unreviewed,Serine/threonine-protein kinase 17B (Fragment),Stk17b,Mus musculus (Mouse),95
Stk17b,Q8BG48,ST17B_MOUSE,reviewed,Serine/threonine-protein kinase 17B (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 2),Stk17b Drak2,Mus musculus (Mouse),372
Stk24,Q3U335,Q3U335_MOUSE,unreviewed,Mammalian sterile twenty 3 kinase,Stk24 Mst3,Mus musculus (Mouse),431
Stk24,Q3U3T6,Q3U3T6_MOUSE,unreviewed,Protein kinase domain-containing protein,Stk24,Mus musculus (Mouse),431
Stk25,A0A087WQY6,A0A087WQY6_MOUSE,unreviewed,Serine/threonine-protein kinase 25 (Fragment),Stk25,Mus musculus (Mouse),106
Stk25,D3Z359,D3Z359_MOUSE,unreviewed,Serine/threonine-protein kinase 25 (Fragment),Stk25,Mus musculus (Mouse),234
Stk25,Q3U6Y0,Q3U6Y0_MOUSE,unreviewed,Protein kinase domain-containing protein,Stk25,Mus musculus (Mouse),426
Stk25,Q7TPV1,Q7TPV1_MOUSE,unreviewed,Serine/threonine kinase 25 (Yeast),Stk25,Mus musculus (Mouse),426
Stk25,Q9Z2W1,STK25_MOUSE,reviewed,Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1),Stk25 Sok1,Mus musculus (Mouse),426
Stk26,A2AD84,A2AD84_MOUSE,unreviewed,Serine/threonine-protein kinase 26,Stk26 2610018G03Rik,Mus musculus (Mouse),392
Stk26,A2AD85,A2AD85_MOUSE,unreviewed,Protein kinase domain-containing protein,Stk26 2610018G03Rik,Mus musculus (Mouse),416
Stk26,Q99JT2,STK26_MOUSE,reviewed,Serine/threonine-protein kinase 26 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 4) (MST-4) (STE20-like kinase MST4) (Serine/threonine-protein kinase MST4),Stk26 Mst4,Mus musculus (Mouse),416
Stk3,A0A2I3BQE0,A0A2I3BQE0_MOUSE,unreviewed,Serine/threonine-protein kinase 3,Stk3,Mus musculus (Mouse),495
Stk3,D6RHQ9,D6RHQ9_MOUSE,unreviewed,Serine/threonine-protein kinase 3,Stk3,Mus musculus (Mouse),38
Stk24,Q99KH8,STK24_MOUSE,reviewed,Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 35 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)],Stk24 Mst3 Stk3,Mus musculus (Mouse),431
Stk3,Q9CW82,Q9CW82_MOUSE,unreviewed,Uncharacterized protein (Fragment),Stk3,Mus musculus (Mouse),321
Stk3,Q9JI10,STK3_MOUSE,reviewed,Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)],Stk3 Mess1 Mst2,Mus musculus (Mouse),497
Stk31,E9PWQ6,E9PWQ6_MOUSE,unreviewed,Serine/threonine-protein kinase 31,Stk31,Mus musculus (Mouse),973
Stk31,E9Q260,E9Q260_MOUSE,unreviewed,Serine/threonine-protein kinase 31,Stk31,Mus musculus (Mouse),995
Stk31,F6QH34,F6QH34_MOUSE,unreviewed,Serine/threonine-protein kinase 31 (Fragment),Stk31,Mus musculus (Mouse),367
Stk31,Q99MW1,STK31_MOUSE,reviewed,Serine/threonine-protein kinase 31 (EC 2.7.11.1),Stk31,Mus musculus (Mouse),1018
Stk32a,A0A494BAT5,A0A494BAT5_MOUSE,unreviewed,Serine/threonine-protein kinase 32A (Fragment),Stk32a,Mus musculus (Mouse),108
Stk32a,Q8BGW6,ST32A_MOUSE,reviewed,Serine/threonine-protein kinase 32A (EC 2.7.11.1),Stk32a,Mus musculus (Mouse),398
Stk32b,Q9JJX8,ST32B_MOUSE,reviewed,Serine/threonine-protein kinase 32B (EC 2.7.11.1),Stk32b Stk32,Mus musculus (Mouse),414
Stk32c,E9PXK4,E9PXK4_MOUSE,unreviewed,Serine/threonine-protein kinase 32C,Stk32c,Mus musculus (Mouse),370
Stk32c,Q8QZV4,ST32C_MOUSE,reviewed,Serine/threonine-protein kinase 32C (EC 2.7.11.1),Stk32c Pkek MNCb-1563,Mus musculus (Mouse),488
Stk33,A0A140LJB3,A0A140LJB3_MOUSE,unreviewed,Serine/threonine-protein kinase 33,Stk33,Mus musculus (Mouse),99
Stk33,A1L0V5,A1L0V5_MOUSE,unreviewed,Stk33 protein (Fragment),Stk33,Mus musculus (Mouse),410
Stk33,A7E1Y2,A7E1Y2_MOUSE,unreviewed,Stk33 protein (Fragment),Stk33,Mus musculus (Mouse),410
Stk33,A7E1Y3,A7E1Y3_MOUSE,unreviewed,Stk33 protein (Fragment),Stk33,Mus musculus (Mouse),410
Stk33,D3YWA6,D3YWA6_MOUSE,unreviewed,Serine/threonine-protein kinase 33,Stk33,Mus musculus (Mouse),368
Stk33,Q924X7,STK33_MOUSE,reviewed,Serine/threonine-protein kinase 33 (EC 2.7.11.1),Stk33,Mus musculus (Mouse),491
Stk35,E9PXA2,E9PXA2_MOUSE,unreviewed,Serine/threonine-protein kinase 35,Stk35,Mus musculus (Mouse),327
Stk35,Q80ZW0,STK35_MOUSE,reviewed,Serine/threonine-protein kinase 35 (Serine/threonine-protein kinase 35 L1) (EC 2.7.11.1),Stk35 Stk35l1,Mus musculus (Mouse),539
Stk36,A0A087WS61,A0A087WS61_MOUSE,unreviewed,Serine/threonine-protein kinase 36,Stk36,Mus musculus (Mouse),79
Stk36,E9Q341,E9Q341_MOUSE,unreviewed,Serine/threonine-protein kinase 36 (Fragment),Stk36,Mus musculus (Mouse),1048
Stk36,Q69ZM6,STK36_MOUSE,reviewed,Serine/threonine-protein kinase 36 (EC 2.7.11.1) (Fused homolog),Stk36 Kiaa1278,Mus musculus (Mouse),1316
Stk36,Q8BU99,Q8BU99_MOUSE,unreviewed,Uncharacterized protein,Stk36,Mus musculus (Mouse),145
Stk36,Q9D9B2,Q9D9B2_MOUSE,unreviewed,Serine/threonine-protein kinase 36,Stk36,Mus musculus (Mouse),145
Stk38,A0A3B2W7E4,A0A3B2W7E4_MOUSE,unreviewed,Serine/threonine-protein kinase 38 (Fragment),Stk38,Mus musculus (Mouse),14
Stk38,A0A3B2W7L2,A0A3B2W7L2_MOUSE,unreviewed,Serine/threonine-protein kinase 38 (Fragment),Stk38,Mus musculus (Mouse),261
Stk38,A0A3B2W7M3,A0A3B2W7M3_MOUSE,unreviewed,Serine/threonine-protein kinase 38,Stk38,Mus musculus (Mouse),61
Stk38,A0A3B2W7T8,A0A3B2W7T8_MOUSE,unreviewed,Serine/threonine-protein kinase 38,Stk38,Mus musculus (Mouse),132
Stk38,A0A3B2WAZ4,A0A3B2WAZ4_MOUSE,unreviewed,Serine/threonine-protein kinase 38,Stk38,Mus musculus (Mouse),117
Stk38,A0A3B2WD06,A0A3B2WD06_MOUSE,unreviewed,Serine/threonine-protein kinase 38,Stk38,Mus musculus (Mouse),58
Stk38,A0A3B2WD34,A0A3B2WD34_MOUSE,unreviewed,Serine/threonine-protein kinase 38 (Fragment),Stk38,Mus musculus (Mouse),307
Stk38,Q8BJ33,Q8BJ33_MOUSE,unreviewed,Protein kinase domain-containing protein,Stk38,Mus musculus (Mouse),268
Stk38,Q8BJE3,Q8BJE3_MOUSE,unreviewed,Uncharacterized protein (Fragment),Stk38,Mus musculus (Mouse),135
Stk38,Q8BJS2,Q8BJS2_MOUSE,unreviewed,Uncharacterized protein (Fragment),Stk38,Mus musculus (Mouse),106
Stk38,Q91VJ4,STK38_MOUSE,reviewed,Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1),Stk38 Ndr1,Mus musculus (Mouse),465
Stk38l,A0A0N4SVR1,A0A0N4SVR1_MOUSE,unreviewed,Serine/threonine-protein kinase 38-like (Fragment),Stk38l,Mus musculus (Mouse),30
Stk38l,Q7TSE6,ST38L_MOUSE,reviewed,Serine/threonine-protein kinase 38-like (EC 2.7.11.1) (NDR2 protein kinase) (Nuclear Dbf2-related kinase 2),Stk38l Ndr2,Mus musculus (Mouse),464
Stk39,A2AQL0,A2AQL0_MOUSE,unreviewed,"Serine/threonine kinase 39, STE20/SPS1 homolog (Yeast)",Stk39 RP23-27J1.4-001,Mus musculus (Mouse),556
Stk39,G1JLS7,G1JLS7_MOUSE,unreviewed,Kidney-specific SPAK,Stk39 STK39,Mus musculus (Mouse),306
Stk39,Q3TR01,Q3TR01_MOUSE,unreviewed,OSR1_C domain-containing protein,Stk39,Mus musculus (Mouse),156
Stk39,Q3V256,Q3V256_MOUSE,unreviewed,OSR1_C domain-containing protein,Stk39,Mus musculus (Mouse),313
Stk39,Q9Z1W9,STK39_MOUSE,reviewed,STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (Serine/threonine-protein kinase 39),Stk39 Spak,Mus musculus (Mouse),556
Stk4,A2A5M9,A2A5M9_MOUSE,unreviewed,Serine/threonine-protein kinase 4 (Fragment),Stk4,Mus musculus (Mouse),113
Stk4,F7BYZ4,F7BYZ4_MOUSE,unreviewed,Serine/threonine-protein kinase 4 (Fragment),Stk4,Mus musculus (Mouse),201
Pak3,Q61036,PAK3_MOUSE,reviewed,Serine/threonine-protein kinase PAK 3 (EC 2.7.11.1) (Beta-PAK) (CDC42/RAC effector kinase PAK-B) (p21-activated kinase 3) (PAK-3),Pak3 Pak-3 Pakb Stk4,Mus musculus (Mouse),559
Stk4,Q61156,Q61156_MOUSE,unreviewed,YSK3 (Fragment),Stk4,Mus musculus (Mouse),77
Stk4,Q8CDG4,Q8CDG4_MOUSE,unreviewed,Serine/threonine-protein kinase 4,Stk4,Mus musculus (Mouse),126
Stk4,Q9JI11,STK4_MOUSE,reviewed,Serine/threonine-protein kinase 4 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)],Stk4 Mst1,Mus musculus (Mouse),487
Stk40,B1AVZ9,B1AVZ9_MOUSE,unreviewed,Serine/threonine-protein kinase 40 (Fragment),Stk40,Mus musculus (Mouse),61
Stk40,B1AW00,B1AW00_MOUSE,unreviewed,Serine/threonine-protein kinase 40 (Fragment),Stk40,Mus musculus (Mouse),164
Stk40,Q7TNL3,STK40_MOUSE,reviewed,Serine/threonine-protein kinase 40 (EC 2.7.11.1) (Serine/threonine-protein kinase lyk4),Stk40 Lyk4,Mus musculus (Mouse),435
Stkld1,B0R044,B0R044_MOUSE,unreviewed,Serine/threonine kinase-like domain-containing protein STKLD1 (Fragment),Stkld1 Gm711,Mus musculus (Mouse),116
Stkld1,Q80YS9,STKL1_MOUSE,reviewed,Serine/threonine kinase-like domain-containing protein STKLD1 (Serine/threonine kinase-like domain-containing protein 1) (Sugen kinase 071),Stkld1 Gm711 Sgk071,Mus musculus (Mouse),662
Strada,B1AR89,B1AR89_MOUSE,unreviewed,STE20-related kinase adapter protein alpha,Strada,Mus musculus (Mouse),65
Strada,B1AR92,B1AR92_MOUSE,unreviewed,STE20-related kinase adapter protein alpha (Fragment),Strada,Mus musculus (Mouse),158
Strada,Q3UUJ4,STRAA_MOUSE,reviewed,STE20-related kinase adapter protein alpha (STRAD alpha) (STE20-related adapter protein),Strada Lyk5 Strad,Mus musculus (Mouse),431
Strada,Q80VZ9,Q80VZ9_MOUSE,unreviewed,2610019A05Rik protein,Strada,Mus musculus (Mouse),102
Stradb,A0A0R4J299,A0A0R4J299_MOUSE,unreviewed,STE20-related kinase adapter protein beta,Stradb,Mus musculus (Mouse),189
Stradb,M0QW98,M0QW98_MOUSE,unreviewed,STE20-related kinase adapter protein beta,Stradb,Mus musculus (Mouse),104
Stradb,M0QWE6,M0QWE6_MOUSE,unreviewed,STE20-related kinase adapter protein beta (Fragment),Stradb,Mus musculus (Mouse),129
Stradb,Q3V3R9,Q3V3R9_MOUSE,unreviewed,Uncharacterized protein,Stradb Als2cr2 Syradb,Mus musculus (Mouse),64
Stradb,Q8K4T3,STRAB_MOUSE,reviewed,STE20-related kinase adapter protein beta (STRAD beta) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 2 protein homolog) (ILP-interacting protein homolog) (Polyploidy-associated protein kinase) (Pseudokinase ALS2CR2),Stradb Als2cr2 Papk Syradb,Mus musculus (Mouse),418
Styk1,B2RWV6,B2RWV6_MOUSE,unreviewed,Serine/threonine/tyrosine kinase 1,Styk1,Mus musculus (Mouse),429
Styk1,Q6J9G1,STYK1_MOUSE,reviewed,Tyrosine-protein kinase STYK1 (EC 2.7.10.2) (Novel oncogene with kinase domain) (mNOK) (Serine/threonine/tyrosine kinase 1),Styk1 Nok,Mus musculus (Mouse),429
